"Pk_Code","Pk_LkCode","Pk_PrCode","Pk_Prix","Pk_Qte","Pk_Notes","cPr","Pk_Sub1","Pk_Sub2","Pk_Sub3","Pk_Sub4","Pk_Sub5","Pk_Sub6","Pk_Sub7","Pk_Sub8","Pk_Sub9","Pk_Sub10"
7061,232608,72,0,99,,,,,,,,,,,,
7062,232614,1,55.65,4,"<div>changement 23-08-2012</div>",,,,,,,,,,,
7063,232616,1,55.65,4,,,,,,,,,,,,
7064,232618,1,55.65,4,,,,,,,,,,,,
7065,120522,14,66.65,6,,,,,,,,,,,,
7066,232620,72,0,99,,,,,,,,,,,,
7067,232599,72,0,99,,,,,,,,,,,,
7068,232601,72,0,99,,,,,,,,,,,,
7069,346735,15,58.33,4,,,,,,,,,,,,
7070,346736,15,58.33,4,,,,,,,,,,,,
7071,346737,15,58.33,4,,,,,,,,,,,,
7072,346738,15,58.33,4,,,,,,,,,,,,
7074,127646,14,66.65,6,,,,,,,,,,,,
7075,346739,14,66.65,6,,,,,,,,,,,,
7076,346740,14,66.65,6,,,,,,,,,,,,
7077,346741,14,66.65,6,,,,,,,,,,,,
7078,346742,14,66.65,6,,,,,,,,,,,,
7079,346743,15,66.65,4,,,,,,,,,,,,
7080,346744,15,66.65,4,,,,,,,,,,,,
7081,346745,9,61.92,5,,,,,,,,,,,,
7082,346746,9,61.92,5,,,,,,,,,,,,
7083,346747,9,61.92,5,,,,,,,,,,,,
7084,346748,9,61.92,5,,,,,,,,,,,,
7085,346749,9,61.92,5,,,,,,,,,,,,
7086,346750,9,61.92,5,,,,,,,,,,,,
7087,346751,9,61.92,5,,,,,,,,,,,,
7088,346752,9,61.92,5,,,,,,,,,,,,
7089,346753,9,61.92,5,,,,,,,,,,,,
7090,346754,9,61.92,5,,,,,,,,,,,,
7091,346755,9,61.92,5,,,,,,,,,,,,
7092,346756,9,61.92,5,,,,,,,,,,,,
7093,346757,9,61.92,5,,,,,,,,,,,,
7094,133390,14,66.65,6,,,,,,,,,,,,
7095,133392,14,66.65,6,,,,,,,,,,,,
7096,133398,14,66.65,6,,,"Z","T",,,,,,,,
7104,346765,15,61.92,4,,,,,,,,,,,,
7105,346766,15,61.92,4,,,,,,,,,,,,
7106,346767,72,0,99,"<div>&nbsp;</div>",,,,,,,,,,,
7107,346768,15,46.67,4,,,,,,,,,,,,
7108,346769,15,58.33,4,,,,,,,,,,,,
7109,346770,15,58.33,4,,,,,,,,,,,,
7110,346771,15,58.33,4,,,,,,,,,,,,
7111,346772,15,58.33,4,,,,,,,,,,,,
7112,346773,15,58.33,4,,,,,,,,,,,,
7113,346774,15,58.33,4,,,,,,,,,,,,
7114,346775,15,58.33,4,,,,,,,,,,,,
7115,346776,15,58.33,4,,,,,,,,,,,,
7126,346787,15,58.33,4,,,,,,,,,,,,
7127,346788,15,58.33,4,,,,,,,,,,,,
7128,346789,15,58.33,4,,,,,,,,,,,,
7129,346790,15,58.33,4,,,,,,,,,,,,
7130,346791,15,58.33,4,,,"Z",,,,,,,,,
7131,346792,15,58.33,4,,,,,,,,,,,,
7132,346793,15,58.33,4,,,,,,,,,,,,
7133,346794,15,58.33,4,,,,,,,,,,,,
7134,346795,15,58.33,4,,,,,,,,,,,,
7135,346796,15,58.33,4,,,,,,,,,,,,
7136,346797,15,58.33,4,,,,,,,,,,,,
7137,346798,15,58.33,4,,,,,,,,,,,,
7138,346799,15,58.33,4,,,,,,,,,,,,
7139,346800,72,0,99,,,,,,,,,,,,
7143,346804,15,58.33,4,,,,,,,,,,,,
7144,346805,15,58.33,4,,,,,,,,,,,,
7145,346806,15,58.33,4,,,,,,,,,,,,
7146,346807,15,58.33,4,,,,,,,,,,,,
7147,346808,15,58.33,4,,,,,,,,,,,,
7148,346809,15,58.33,4,,,,,,,,,,,,
7149,346810,15,58.33,4,,,,,,,,,,,,
7150,346811,15,58.33,4,,,,,,,,,,,,
7151,346812,9,62.49,5,,,,,,,,,,,,
7152,346813,9,62.49,5,,,,,,,,,,,,
7153,346814,9,62.49,5,,,,,,,,,,,,
7154,346815,15,58.33,4,,,,,,,,,,,,
7155,346816,15,58.33,4,,,,,,,,,,,,
7156,346817,15,66.65,4,,,,,,,,,,,,
7157,346818,15,66.65,4,,,,,,,,,,,,
7158,346819,15,66.65,4,,,,,,,,,,,,
7159,346820,15,66.65,4,,,,,,,,,,,,
7160,346821,15,27.75,4,,,,,,,,,,,,
7161,346822,15,58.33,4,,,,,,,,,,,,
7162,346823,15,58.33,4,,,,,,,,,,,,
7163,346824,15,58.33,4,,,"L","T",,,,,,,,
7164,346825,15,58.33,4,,,,,,,,,,,,
7165,346826,15,58.33,4,,,,,,,,,,,,
7166,346827,15,58.33,4,,,,,,,,,,,,
7167,346828,15,58.33,4,,,,,,,,,,,,
7168,346829,15,58.33,4,,,,,,,,,,,,
7169,346830,15,58.33,4,,,,,,,,,,,,
7170,346831,15,58.33,4,,,,,,,,,,,,
7171,346832,15,58.33,4,,,,,,,,,,,,
7172,346833,15,58.33,4,,,,,,,,,,,,
7173,346834,15,58.33,4,,,,,,,,,,,,
7174,346835,15,58.33,4,,,,,,,,,,,,
7175,346836,15,58.33,4,,,,,,,,,,,,
7176,346837,15,58.33,4,,,,,,,,,,,,
7177,346838,15,58.33,4,,,,,,,,,,,,
7184,346845,63,46.25,6,,,,,,,,,,,,
7185,346846,15,64.39,4,,,,,,,,,,,,
7186,346847,15,58.33,4,,,,,,,,,,,,
7187,346848,15,58.33,4,,,,,,,,,,,,
7188,346849,14,66.65,6,,,"Z",,,,,,,,,
7189,346850,9,61.92,5,,,,,,,,,,,,
7190,346851,15,58.33,4,,,,,,,,,,,,
7191,346852,15,58.33,4,,,,,,,,,,,,
7192,346853,15,58.33,4,,,,,,,,,,,,
7193,346854,15,58.33,4,,,,,,,,,,,,
7194,346855,15,58.33,4,,,,,,,,,,,,
7195,346856,15,58.33,4,,,,,,,,,,,,
7196,346857,14,66.65,6,,,,,,,,,,,,
7197,346858,14,66.65,6,,,,,,,,,,,,
7198,346859,14,66.65,6,,,"T",,,,,,,,,
7199,346860,14,66.65,6,,,,,,,,,,,,
7200,346861,14,66.65,6,,,,,,,,,,,,
7201,346862,14,66.65,6,,,,,,,,,,,,
7202,346863,14,66.65,6,,,,,,,,,,,,
7203,346864,14,66.65,6,,,,,,,,,,,,
7204,346865,14,66.65,6,,,,,,,,,,,,
7205,346866,14,66.65,6,,,,,,,,,,,,
7206,346867,15,58.33,4,,,,,,,,,,,,
7207,346868,15,58.33,4,,,,,,,,,,,,
7208,346869,15,58.33,4,,,,,,,,,,,,
7209,346870,15,58.33,4,,,,,,,,,,,,
7210,346871,15,58.33,4,,,,,,,,,,,,
7217,136720,14,66.65,6,,,,,,,,,,,,
7218,129074,14,66.65,,,,,,,,,,,,,
7224,129076,14,66.65,6,,,,,,,,,,,,
7225,346882,63,46.25,6,,,,,,,,,,,,
7226,129542,14,66.65,6,,,,,,,,,,,,
7227,129544,14,66.65,6,,,,,,,,,,,,
7228,129550,14,66.65,6,,,,,,,,,,,,
7229,346883,14,66.65,6,,,"Routi","EP-9","FORM",,,,,,,
7230,346884,14,66.65,6,,,,,,,,,,,,
7231,346885,14,66.65,6,,,,,,,,,,,,
7232,346886,14,66.65,6,,,,,,,,,,,,
7233,346887,14,66.65,6,,,,,,,,,,,,
7234,346888,14,66.65,6,,,,,,,,,,,,
7235,346889,14,66.65,6,,,,,,,,,,,,
7236,346890,14,66.65,6,,,,,,,,,,,,
7237,346891,14,66.65,6,,,,,,,,,,,,
7238,346892,14,66.65,6,,,,,,,,,,,,
7239,346893,14,66.65,6,,,,,,,,,,,,
7240,346894,14,66.65,6,,,"L","T",,,,,,,,
7241,346895,14,66.65,6,,,,,,,,,,,,
7242,144310,14,66.65,6,,,,,,,,,,,,
7243,144312,14,66.65,6,,,,,,,,,,,,
7244,150368,14,66.65,6,,,,,,,,,,,,
7246,155126,14,66.65,6,,,,,,,,,,,,
7247,155128,14,66.65,6,,,,,,,,,,,,
7248,155134,14,66.65,6,,,,,,,,,,,,
7249,155136,14,66.65,6,,,,,,,,,,,,
7250,155138,14,66.65,6,,,,,,,,,,,,
7252,155412,14,66.65,6,,,,,,,,,,,,
7253,346896,15,58.33,4,,,,,,,,,,,,
7254,346897,15,58.33,4,,,,,,,,,,,,
7255,346898,72,0,99,,,,,,,,,,,,
7256,346899,72,0,99,,,,,,,,,,,,
7257,346900,72,0,99,,,,,,,,,,,,
7258,159078,14,66.65,6,,,,,,,,,,,,
7259,159080,14,66.65,6,,,,,,,,,,,,
7260,161496,14,66.65,6,,,,,,,,,,,,
7262,346901,19,60.27,6,,,,,,,,,,,,
7263,346902,19,60.27,6,,,,,,,,,,,,
7264,346903,19,60.27,6,,,,,,,,,,,,
7265,346904,19,60.27,6,,,,,,,,,,,,
7266,346905,19,60.27,6,,,,,,,,,,,,
7267,346906,14,66.65,6,,,,,,,,,,,,
7268,346907,14,66.65,6,,,,,,,,,,,,
7269,346908,14,66.65,6,,,,,,,,,,,,
7270,346909,14,66.65,6,,,,,,,,,,,,
7271,346910,14,66.65,6,"<div>Chiffres de 1 à 5 insérés dans sa trousse</div>",,"K",,,,,,,,,
7272,346911,14,66.65,6,,,,,,,,,,,,
7273,346912,15,58.33,4,,,,,,,,,,,,
7274,346913,15,58.33,4,,,,,,,,,,,,
7275,346914,15,58.33,4,,,,,,,,,,,,
7276,346915,15,58.33,4,,,,,,,,,,,,
7277,346916,15,58.33,4,,,,,,,,,,,,
7278,346917,14,66.65,6,,,,,,,,,,,,
7279,346918,14,66.65,6,,,,,,,,,,,,
7280,346919,14,66.65,6,,,,,,,,,,,,
7281,346920,14,66.65,6,,,,,,,,,,,,
7282,346921,14,66.65,6,,,,,,,,,,,,
7283,346922,14,66.65,6,,,,,,,,,,,,
7284,346923,14,66.65,6,,,,,,,,,,,,
7285,162536,14,66.65,6,,,,,,,,,,,,
7286,346924,15,58.33,4,,,,,,,,,,,,
7287,346925,15,58.33,4,,,,,,,,,,,,
7288,346926,15,58.33,4,,,"A","T",,,,,,,,
7289,346927,72,0,99,,,,,,,,,,,,
7290,346928,72,0,99,,,,,,,,,,,,
7291,346929,72,0,99,,,,,,,,,,,,
7292,346930,72,0,99,,,,,,,,,,,,
7293,346931,72,0,99,,,,,,,,,,,,
7295,346933,15,58.33,4,,,,,,,,,,,,
7296,346934,15,58.33,4,,,,,,,,,,,,
7297,346935,15,58.33,4,,,,,,,,,,,,
7298,346936,15,58.33,4,"<div>+ 23,00</div>",,"J-HAL",,,,,,,,,
7299,346937,15,58.33,4,,,,,,,,,,,,
7302,346940,14,66.65,6,,,,,,,,,,,,
7304,346942,15,66.65,4,,,,,,,,,,,,
7305,346943,15,66.65,4,,,,,,,,,,,,
7306,346944,14,66.65,6,,,,,,,,,,,,
7307,346945,14,66.65,6,,,,,,,,,,,,
7308,346946,72,0,99,,,,,,,,,,,,
7309,346947,14,66.65,6,,,,,,,,,,,,
7310,346948,14,66.65,6,,,,,,,,,,,,
7311,346949,14,66.65,6,,,,,,,,,,,,
7312,346950,14,66.65,6,,,,,,,,,,,,
7313,346951,15,58.33,4,,,,,,,,,,,,
7314,346952,15,58.33,4,,,,,,,,,,,,
7316,346954,13,35.26,1,,,,,,,,,,,,
7317,346955,15,58.33,4,,,,,,,,,,,,
7318,346956,15,58.33,4,,,,,,,,,,,,
7319,346957,15,58.33,4,,,"Z","T",,,,,,,,
7320,346958,15,58.33,4,,,,,,,,,,,,
7321,346959,15,58.33,4,,,,,,,,,,,,
7322,346960,15,58.33,4,,,,,,,,,,,,
7323,346961,15,58.33,4,,,,,,,,,,,,
7324,346962,15,58.33,4,,,,,,,,,,,,
7325,346963,15,58.33,4,,,,,,,,,,,,
7326,346964,15,58.33,4,,,,,,,,,,,,
7327,346965,15,58.33,4,,,,,,,,,,,,
7328,346966,15,58.33,4,,,,,,,,,,,,
7329,346967,15,58.33,4,,,,,,,,,,,,
7330,346968,15,58.33,4,,,,,,,,,,,,
7331,346969,15,58.33,4,,,,,,,,,,,,
7332,346970,15,58.33,4,,,,,,,,,,,,
7333,346971,15,58.33,4,,,,,,,,,,,,
7334,346972,15,58.33,4,,,,,,,,,,,,
7335,346973,15,58.33,4,,,,,,,,,,,,
7336,346974,2,85.89,8,,,,,,,,,,,,
7337,346975,15,58.33,4,,,,,,,,,,,,
7338,346976,15,58.33,4,,,,,,,,,,,,
7339,346977,15,58.33,4,,,"L","T",,,,,,,,
7340,346978,15,58.33,4,,,,,,,,,,,,
7341,346979,15,58.33,4,,,,,,,,,,,,
7342,346980,14,66.65,6,,,,,,,,,,,,
7343,346981,14,66.65,6,,,,,,,,,,,,
7344,346982,14,66.65,6,,,,,,,,,,,,
7345,346983,14,66.65,6,,,,,,,,,,,,
7346,346984,72,0,99,,,,,,,,,,,,
7347,346985,15,58.33,4,,,,,,,,,,,,
7348,346986,15,58.33,4,,,,,,,,,,,,
7349,346987,15,58.33,4,,,,,,,,,,,,
7350,346988,15,58.33,4,,,,,,,,,,,,
7351,346989,15,58.33,4,,,,,,,,,,,,
7352,346990,15,58.33,4,,,,,,,,,,,,
7353,346991,15,58.33,4,,,,,,,,,,,,
7354,346992,15,58.33,4,,,,,,,,,,,,
7355,346993,15,58.33,4,,,,,,,,,,,,
7365,347003,15,58.33,4,,,,,,,,,,,,
7366,347004,15,58.33,4,,,,,,,,,,,,
7367,347010,15,58.33,4,,,,,,,,,,,,
7368,347011,15,58.33,4,,,,,,,,,,,,
7369,347012,15,58.33,4,,,,,,,,,,,,
7370,347013,15,58.33,4,,,,,,,,,,,,
7371,347014,15,58.33,4,,,,,,,,,,,,
7372,347015,15,58.33,4,,,,,,,,,,,,
7373,347016,,,,,,,,,,,,,,,
7374,347017,,,,,,,,,,,,,,,
7375,347018,,,,,,,,,,,,,,,
7376,347019,,,,,,,,,,,,,,,
7377,347020,,,,,,,,,,,,,,,
7378,175536,14,66.65,6,,,,,,,,,,,,
7380,176368,14,66.65,6,,,,,,,,,,,,
7383,176526,14,66.65,6,,,,,,,,,,,,
7384,347021,15,58.33,4,,,,,,,,,,,,
7385,347022,15,58.33,4,,,,,,,,,,,,
7386,347023,15,58.33,4,,,,,,,,,,,,
7387,347024,15,58.33,4,,,,,,,,,,,,
7388,347025,15,58.33,4,,,,,,,,,,,,
7389,347026,15,58.33,4,,,,,,,,,,,,
7390,347027,15,58.33,4,,,,,,,,,,,,
7391,347028,15,58.33,4,,,,,,,,,,,,
7392,347029,63,46.25,6,,,,,,,,,,,,
7393,347030,15,58.33,4,,,,,,,,,,,,
7394,347031,15,58.33,4,,,,,,,,,,,,
7395,347032,15,58.33,4,,,,,,,,,,,,
7396,347033,15,58.33,4,,,,,,,,,,,,
7397,347034,15,58.33,4,,,,,,,,,,,,
7398,347035,15,58.33,4,,,,,,,,,,,,
7399,347036,15,58.33,4,,,,,,,,,,,,
7400,347037,15,58.33,4,,,,,,,,,,,,
7401,347038,15,58.33,4,,,,,,,,,,,,
7402,347039,15,58.33,4,,,,,,,,,,,,
7403,347040,15,58.33,4,,,,,,,,,,,,
7404,347041,15,58.33,4,,,,,,,,,,,,
7405,347042,15,58.33,4,,,,,,,,,,,,
7406,347043,15,58.33,4,,,,,,,,,,,,
7407,168932,14,66.65,6,,,,,,,,,,,,
7409,347044,15,58.33,4,,,,,,,,,,,,
7410,347045,15,58.33,4,,,,,,,,,,,,
7411,176862,14,66.65,6,,,,,,,,,,,,
7413,177382,14,66.65,6,,,,,,,,,,,,
7414,177384,14,66.65,6,,,,,,,,,,,,
7415,347046,15,58.33,4,,,,,,,,,,,,
7416,347047,15,58.33,4,,,,,,,,,,,,
7417,347048,15,58.33,4,,,,,,,,,,,,
7418,347049,15,58.33,4,,,,,,,,,,,,
7419,347050,15,58.33,4,,,,,,,,,,,,
7420,347051,15,58.33,4,,,,,,,,,,,,
7421,347052,15,58.33,4,,,,,,,,,,,,
7422,347053,15,58.33,4,,,,,,,,,,,,
7423,347054,15,58.33,4,,,,,,,,,,,,
7424,347055,15,58.87,4,,,,,,,,,,,,
7425,347056,15,58.87,4,,,,,,,,,,,,
7436,347067,15,58.33,4,,,,,,,,,,,,
7437,347068,15,58.33,4,,,,,,,,,,,,
7438,347069,15,58.33,4,,,,,,,,,,,,
7439,347070,9,61.92,5,,,,,,,,,,,,
7440,347071,9,61.92,5,,,,,,,,,,,,
7441,347072,9,61.92,5,,,,,,,,,,,,
7442,347073,72,0,99,,,,,,,,,,,,
7443,347074,72,0,99,,,,,,,,,,,,
7444,347075,9,61.92,5,,,,,,,,,,,,
7445,347076,9,61.92,5,,,,,,,,,,,,
7446,347077,9,61.92,5,,,,,,,,,,,,
7447,347078,9,61.92,5,,,,,,,,,,,,
7448,347079,9,61.92,5,,,,,,,,,,,,
7449,347080,15,58.33,4,,,,,,,,,,,,
7450,347081,15,58.33,4,,,,,,,,,,,,
7451,347082,15,58.33,4,,,"A","T",,,,,,,,
7452,347083,15,58.33,4,,,,,,,,,,,,
7453,347084,15,58.33,4,,,,,,,,,,,,
7454,347085,15,58.33,4,,,,,,,,,,,,
7464,347095,14,66.65,5,,,,,,,,,,,,
7465,347096,9,61.92,5,,,,,,,,,,,,
7466,347097,9,61.92,5,,,,,,,,,,,,
7467,347098,14,66.65,6,,,,,,,,,,,,
7468,347099,14,66.65,6,,,,,,,,,,,,
7469,347100,14,66.65,6,,,,,,,,,,,,
7470,347101,14,66.65,6,,,,,,,,,,,,
7471,347102,14,66.65,6,,,,,,,,,,,,
7472,347103,14,66.65,6,,,,,,,,,,,,
7473,347104,14,66.65,6,,,,,,,,,,,,
7474,347105,15,58.33,4,,,,,,,,,,,,
7475,347106,15,58.33,4,,,,,,,,,,,,
7476,347107,15,58.33,4,,,,,,,,,,,,
7477,347108,15,58.33,4,,,,,,,,,,,,
7478,347109,15,58.33,4,,,,,,,,,,,,
7479,347110,15,58.33,4,,,"L","T",,,,,,,,
7480,347111,15,58.33,4,,,,,,,,,,,,
7481,178916,14,66.65,6,,,,,,,,,,,,
7482,178918,14,66.65,6,,,,,,,,,,,,
7483,347112,15,58.33,4,,,,,,,,,,,,
7484,347113,15,58.33,4,,,,,,,,,,,,
7486,187602,14,66.65,6,,,,,,,,,,,,
7487,347114,19,66.69,6,,,,,,,,,,,,
7488,190746,14,66.65,6,,,,,,,,,,,,
7489,190748,14,66.65,6,,,,,,,,,,,,
7490,190754,14,66.65,6,,,,,,,,,,,,
7491,191448,14,66.65,6,,,,,,,,,,,,
7494,347115,9,61.92,5,,,,,,,,,,,,
7495,347116,9,61.92,5,,,,,,,,,,,,
7496,347117,1,55.14,4,,,,,,,,,,,,
7497,347118,1,55.14,4,,,,,,,,,,,,
7498,347119,1,55.14,4,,,,,,,,,,,,
7499,347120,1,55.14,4,,,,,,,,,,,,
7500,347121,1,28.29,4,"<div>Paiement ok à cause d'une diminuation d'enfants</div>",,,,,,,,,,,
7501,347122,9,61.92,5,,,,,,,,,,,,
7502,347123,9,61.92,5,,,,,,,,,,,,
7503,347124,9,61.92,5,,,,,,,,,,,,
7504,347125,9,61.92,5,,,,,,,,,,,,
7505,347126,9,61.92,5,,,,,,,,,,,,
7506,347127,9,61.92,5,,,,,,,,,,,,
7507,347128,9,61.92,5,,,,,,,,,,,,
7508,347129,17,96.49,12,,,,,,,,,,,,
7509,347130,72,0,99,,,,,,,,,,,,
7510,347131,72,0,99,,,"T",,,,,,,,,
7511,347132,72,0,99,,,,,,,,,,,,
7512,347133,72,0,99,,,,,,,,,,,,
7519,347140,15,98.87,4,,,,,,,,,,,,
7521,347142,15,50.87,4,,,,,,,,,,,,
7523,347144,15,50.87,4,,,,,,,,,,,,
7524,347145,9,61.92,5,,,,,,,,,,,,
7525,347146,9,61.92,5,,,,,,,,,,,,
7526,347147,2,72.17,7,,,"A","T",,,,,,,,
7527,347148,2,72.17,7,,,,,,,,,,,,
7531,194230,14,66.65,6,,,,,,,,,,,,
7533,201614,14,66.65,6,,,,,,,,,,,,
7534,201616,14,66.65,6,,,,,,,,,,,,
7535,201622,14,66.65,6,,,,,,,,,,,,
7536,201624,72,0,99,,,,,,,,,,,,
7539,200270,14,66.65,6,,,,,,,,,,,,
7540,347152,9,61.92,5,,,,,,,,,,,,
7541,347153,9,61.92,5,,,,,,,,,,,,
7542,203278,14,66.65,6,,,,,,,,,,,,
7543,347154,15,58.33,4,,,,,,,,,,,,
7544,347155,1,55.14,4,,,,,,,,,,,,
7545,347156,1,55.14,4,,,,,,,,,,,,
7546,347157,1,55.14,4,,,,,,,,,,,,
7547,203280,14,66.65,6,,,,,,,,,,,,
7550,347160,9,61.92,5,,,,,,,,,,,,
7551,347161,9,61.92,5,,,,,,,,,,,,
7552,203304,14,58.33,6,,,,,,,,,,,,
7553,203306,14,58.33,6,,,,,,,,,,,,
7554,347162,15,58.33,4,,,,,,,,,,,,
7555,347163,15,58.33,4,,,,,,,,,,,,
7556,347164,15,58.33,4,,,,,,,,,,,,
7557,203312,14,58.33,6,,,,,,,,,,,,
7558,347165,9,61.92,5,,,,,,,,,,,,
7559,347166,9,61.92,5,,,,,,,,,,,,
7560,347167,9,61.92,5,,,,,,,,,,,,
7561,347168,9,61.92,5,,,,,,,,,,,,
7562,347169,9,58.33,5,,,,,,,,,,,,
7563,347170,9,58.33,5,,,,,,,,,,,,
7564,347171,9,58.33,5,,,"A","T",,,,,,,,
7565,347172,9,58.33,5,"<div>+23.00</div>",,"J-HAL",,,,,,,,,
7566,347173,14,66.65,6,,,,,,,,,,,,
7567,347174,14,66.65,6,,,,,,,,,,,,
7568,347175,14,66.65,6,,,"L",,,,,,,,,
7569,347176,14,66.65,6,,,,,,,,,,,,
7570,347177,9,61.92,5,,,,,,,,,,,,
7571,347178,9,61.92,5,,,,,,,,,,,,
7572,213990,14,66.65,6,,,,,,,,,,,,
7573,213992,14,66.65,6,,,,,,,,,,,,
7574,214276,14,66.65,6,,,,,,,,,,,,
7575,214278,14,66.65,6,,,,,,,,,,,,
7576,221686,14,66.65,6,,,,,,,,,,,,
7577,221688,14,66.65,6,,,,,,,,,,,,
7578,347179,15,58.33,4,,,,,,,,,,,,
7579,347180,15,58.33,4,,,,,,,,,,,,
7580,347181,14,66.65,6,,,,,,,,,,,,
7581,347182,14,66.65,6,,,,,,,,,,,,
7582,347183,14,66.65,6,,,,,,,,,,,,
7583,347184,14,66.65,6,"<div>+23.00</div>",,"J-HAL",,,,,,,,,
7584,347185,14,66.65,6,,,,,,,,,,,,
7585,347186,14,66.65,6,,,,,,,,,,,,
7586,347187,14,66.65,6,,,,,,,,,,,,
7587,347188,14,66.65,6,,,,,,,,,,,,
7588,347189,14,66.65,6,,,,,,,,,,,,
7589,232866,14,66.65,6,,,,,,,,,,,,
7590,232868,14,66.65,6,,,,,,,,,,,,
7591,347190,15,56.95,4,,,,,,,,,,,,
7592,347191,15,56.95,4,,,,,,,,,,,,
7593,347192,15,56.95,4,,,,,,,,,,,,
7594,219970,14,66.65,6,,,,,,,,,,,,
7595,219972,14,66.65,6,,,,,,,,,,,,
7596,347193,15,58.33,4,,,,,,,,,,,,
7597,347194,15,58.33,4,,,,,,,,,,,,
7598,347195,15,58.33,4,,,,,,,,,,,,
7599,347196,15,58.33,4,,,,,,,,,,,,
7600,347197,9,58.87,5,,,,,,,,,,,,
7601,347198,9,58.87,5,,,,,,,,,,,,
7602,347199,9,58.87,5,,,,,,,,,,,,
7603,347200,9,61.92,5,,,,,,,,,,,,
7604,347201,9,58.87,5,,,,,,,,,,,,
7605,236714,14,66.65,6,,,,,,,,,,,,
7606,236716,14,66.65,6,,,,,,,,,,,,
7607,347202,14,66.65,6,,,,,,,,,,,,
7608,347203,14,66.65,6,,,,,,,,,,,,
7609,347204,14,66.65,6,,,,,,,,,,,,
7610,347205,14,66.65,6,,,,,,,,,,,,
7611,347206,14,66.65,6,,,,,,,,,,,,
7612,347207,14,66.65,6,,,,,,,,,,,,
7613,347208,14,66.65,6,,,,,,,,,,,,
7614,243318,14,66.65,6,,,,,,,,,,,,
7615,347209,2,58.33,7,,,,,,,,,,,,
7616,347210,2,58.33,7,,,,,,,,,,,,
7617,243320,14,66.65,6,,,,,,,,,,,,
7618,221114,14,66.65,6,,,,,,,,,,,,
7619,221116,14,66.65,6,,,,,,,,,,,,
7620,248180,14,66.65,6,,,,,,,,,,,,
7621,347211,2,72.17,7,,,,,,,,,,,,
7622,347212,2,72.17,7,,,,,,,,,,,,
7623,248182,14,66.65,6,,,,,,,,,,,,
7624,248570,14,66.65,6,,,,,,,,,,,,
7625,248572,14,66.65,6,,,,,,,,,,,,
7626,347213,2,66.65,7,,,,,,,,,,,,
7627,347214,2,66.65,7,,,,,,,,,,,,
7628,347215,2,66.65,7,,,"A","T",,,,,,,,
7629,347216,2,66.65,7,,,,,,,,,,,,
7630,347217,2,72.17,7,,,,,,,,,,,,
7631,347218,2,72.17,7,,,,,,,,,,,,
7632,347219,2,72.17,7,,,,,,,,,,,,
7633,347220,9,72.17,5,,,,,,,,,,,,
7634,250988,14,66.65,6,,,,,,,,,,,,
7635,250990,14,66.65,6,,,,,,,,,,,,
7636,347221,2,72.17,7,,,,,,,,,,,,
7637,347222,2,72.17,7,,,,,,,,,,,,
7638,347223,2,72.17,7,,,,,,,,,,,,
7639,250260,14,66.65,6,,,,,,,,,,,,
7640,347224,9,61.92,5,,,,,,,,,,,,
7641,347225,9,61.92,5,,,,,,,,,,,,
7642,347226,9,61.92,5,,,,,,,,,,,,
7643,347227,9,61.92,5,,,,,,,,,,,,
7644,250262,14,66.65,6,,,,,,,,,,,,
7645,347228,15,58.33,5,,,,,,,,,,,,
7646,347229,9,61.92,5,,,,,,,,,,,,
7647,347230,2,72.17,7,,,,,,,,,,,,
7648,347231,2,72.17,7,,,,,,,,,,,,
7649,347232,15,64.39,4,,,,,,,,,,,,
7650,347233,9,61.92,5,,,,,,,,,,,,
7651,347234,9,61.92,5,,,,,,,,,,,,
7652,347235,2,72.17,7,,,,,,,,,,,,
7653,347236,2,72.17,7,,,,,,,,,,,,
7654,347237,2,72.17,7,,,,,,,,,,,,
7655,347238,2,72.17,7,,,,,,,,,,,,
7656,347239,9,61.92,5,,,,,,,,,,,,
7657,347240,9,61.92,5,,,,,,,,,,,,
7658,347241,9,61.92,5,,,,,,,,,,,,
7659,347242,9,61.92,5,,,,,,,,,,,,
7660,256396,14,66.65,6,,,,,,,,,,,,
7661,256398,14,66.65,6,,,,,,,,,,,,
7662,256404,14,66.65,6,,,"Z","T",,,,,,,,
7663,256406,14,66.65,6,,,,,,,,,,,,
7664,347243,9,61.92,5,,,,,,,,,,,,
7665,347244,9,61.92,5,,,,,,,,,,,,
7668,347247,9,62.49,5,,,,,,,,,,,,
7669,347248,9,62.49,5,,,,,,,,,,,,
7680,347259,2,72.17,7,,,,,,,,,,,,
7681,347260,2,72.17,7,,,,,,,,,,,,
7682,347261,2,72.17,7,,,,,,,,,,,,
7683,347262,2,72.17,7,,,,,,,,,,,,
7684,347263,2,72.17,7,,,,,,,,,,,,
7685,347264,2,72.17,7,,,,,,,,,,,,
7686,347265,2,72.17,7,,,,,,,,,,,,
7687,347266,2,72.17,7,,,,,,,,,,,,
7688,347267,2,72.17,7,,,,,,,,,,,,
7689,347268,2,72.17,7,,,"Z","T",,,,,,,,
7690,347269,9,61.92,5,,,,,,,,,,,,
7691,347270,9,61.92,5,,,,,,,,,,,,
7692,347271,9,61.92,5,,,"A","T",,,,,,,,
7693,347272,9,61.92,5,,,,,,,,,,,,
7694,347273,15,,4,,,,,,,,,,,,
7695,347274,15,,4,,,,,,,,,,,,
7696,347275,15,58.87,4,,,"A","T",,,,,,,,
7697,347276,15,58.87,4,,,,,,,,,,,,
