"Pk_Code","Pk_LkCode","Pk_PrCode","Pk_Prix","Pk_Qte","Pk_Notes","cPr","Pk_Sub1","Pk_Sub2","Pk_Sub3","Pk_Sub4","Pk_Sub5","Pk_Sub6","Pk_Sub7","Pk_Sub8","Pk_Sub9","Pk_Sub10"
4797,345779,9,62.49,5,,,,,,,,,,,,
4798,345780,72,0,99,,,,,,,,,,,,
4799,345781,9,61.92,5,,,,,,,,,,,,
4800,257470,9,61.92,5,,,,,,,,,,,,
4801,257462,9,61.92,5,,,,,,,,,,,,
4802,221270,12,44.37,2,,,,,,,,,,,,
4803,221270,2,72.17,7,,,,,,,,,,,,
4804,221272,12,44.37,2,,,,,,,,,,,,
4805,221272,2,72.17,7,,,,,,,,,,,,
4806,345782,2,72.17,7,,,,,,,,,,,,
4807,345783,2,72.17,7,"<div>+12.65</div>",,"A","CP-1",,,,,,,,
4808,345784,2,72.17,7,,,,,,,,,,,,
4809,345785,2,72.17,7,,,,,,,,,,,,
4810,345786,2,72.17,7,,,,,,,,,,,,
4811,345787,2,72.17,7,,,,,,,,,,,,
4812,345788,2,72.17,7,,,,,,,,,,,,
4813,345789,2,72.17,7,,,,,,,,,,,,
4814,345790,2,72.17,7,,,,,,,,,,,,
4815,345791,2,72.17,7,,,,,,,,,,,,
4816,117062,14,66.65,6,,,,,,,,,,,,
4818,345792,9,61.92,5,,,,,,,,,,,,
4819,345793,9,61.92,5,,,,,,,,,,,,
4820,345794,9,61.92,5,,,,,,,,,,,,
4821,345795,9,61.92,5,,,,,,,,,,,,
4822,345796,9,61.92,5,,,,,,,,,,,,
4823,345797,9,61.92,5,,,,,,,,,,,,
4824,345798,9,61.92,5,,,,,,,,,,,,
4825,345799,15,58.87,4,,,,,,,,,,,,
4826,345800,15,62.49,4,,,,,,,,,,,,
4827,345801,15,55.25,4,,,,,,,,,,,,
4828,345802,13,35.26,1,,,,,,,,,,,,
4829,345803,13,35.26,1,,,,,,,,,,,,
4830,345804,13,35.26,1,,,,,,,,,,,,
4831,345805,13,35.26,1,,,,,,,,,,,,
4832,345806,13,35.26,1,,,,,,,,,,,,
4833,345807,13,35.26,1,,,,,,,,,,,,
4834,345808,13,35.26,1,,,,,,,,,,,,
4835,345809,13,35.26,1,,,,,,,,,,,,
4836,345810,13,35.26,1,,,,,,,,,,,,
4837,345811,13,35.26,1,,,,,,,,,,,,
4838,345812,13,35.26,1,,,,,,,,,,,,
4839,345813,63,46.25,6,,,,,,,,,,,,
4840,345814,33,42.54,6,"<div>À la maison</div>",,,,,,,,,,,
4841,345815,1,55.14,4,,,,,,,,,,,,
4842,345816,1,55.14,4,,,,,,,,,,,,
4843,345817,1,55.14,4,,,,,,,,,,,,
4844,345818,1,55.14,4,,,,,,,,,,,,
4845,345819,1,55.14,4,,,,,,,,,,,,
4846,345820,1,55.14,4,,,,,,,,,,,,
4847,345821,1,55.14,4,,,,,,,,,,,,
4848,345822,14,67.26,6,,,,,,,,,,,,
4849,345823,14,67.26,6,,,,,,,,,,,,
4850,345824,14,67.26,6,,,,,,,,,,,,
4851,345825,63,46.25,6,,,,,,,,,,,,
4852,345826,57,63.23,9,,,,,,,,,,,,
4853,345827,63,46.25,6,,,,,,,,,,,,
4854,345827,19,60.27,6,,,,,,,,,,,,
4855,345828,63,46.25,6,,,,,,,,,,,,
4856,345829,9,68.41,5,,,,,,,,,,,,
4857,345830,13,35.26,1,,,,,,,,,,,,
4858,345831,12,44.37,2,,,,,,,,,,,,
4859,345832,12,44.37,2,,,,,,,,,,,,
4860,345833,12,44.37,2,,,,,,,,,,,,
4861,345834,12,44.37,2,,,,,,,,,,,,
4862,345835,12,44.37,2,,,,,,,,,,,,
4863,345836,12,44.37,2,,,,,,,,,,,,
4864,345837,12,44.37,2,,,,,,,,,,,,
4865,345838,12,44.37,2,,,,,,,,,,,,
4866,345839,12,44.37,2,,,,,,,,,,,,
4867,345840,12,44.37,2,,,,,,,,,,,,
4868,345841,12,,2,,,,,,,,,,,,
4869,345842,13,35.26,1,,,,,,,,,,,,
4870,345843,14,73.7,6,,,,,,,,,,,,
4871,345844,15,58.33,4,,,,,,,,,,,,
4873,345845,9,68.42,5,,,,,,,,,,,,
4874,345846,14,66.65,6,,,,,,,,,,,,
4884,345856,63,46.25,6,,,,,,,,,,,,
4885,345857,2,72.17,7,,,,,,,,,,,,
4886,345858,22,75.76,12,,,,,,,,,,,,
4896,345868,14,66.65,6,,,,,,,,,,,,
4897,345869,15,58.33,4,,,,,,,,,,,,
4901,345871,14,73.69,6,,,,,,,,,,,,
4902,134846,12,44.37,2,,,,,,,,,,,,
4904,134848,12,44.37,2,,,,,,,,,,,,
4905,345873,63,46.25,6,,,,,,,,,,,,
4906,345874,63,46.25,6,,,,,,,,,,,,
4907,345875,12,44.37,4,,,,,,,,,,,,
4908,224964,1,55.14,4,,,,,,,,,,,,
4909,150968,1,55.14,4,,,,,,,,,,,,
4910,150966,1,55.14,4,,,,,,,,,,,,
4912,149900,33,42.15,6,,,,,,,,,,,,
4913,147260,19,55.65,6,"<div>+ 5.17</div>",,,,,,,,,,,
4916,140514,1,55.14,4,,,,,,,,,,,,
4919,226418,9,61.92,5,,,,,,,,,,,,
4920,147094,1,55.14,4,,,,,,,,,,,,
4923,147014,1,55.14,4,,,,,,,,,,,,
4925,140722,1,55.14,4,,,,,,,,,,,,
4928,173146,1,55.14,4,,,,,,,,,,,,
4931,168022,1,55.14,4,,,,,,,,,,,,
4934,162744,1,55.14,4,,,,,,,,,,,,
4936,151512,1,55.14,4,,,,,,,,,,,,
4940,159442,1,55.14,4,,,,,,,,,,,,
4942,152552,1,55.14,4,,,,,,,,,,,,
4944,152240,1,55.14,4,,,,,,,,,,,,
4946,226420,9,61.92,5,,,,,,,,,,,,
4951,127982,1,55.14,4,,,,,,,,,,,,
4957,127670,1,55.14,4,,,,,,,,,,,,
4960,235572,1,55.14,4,,,,,,,,,,,,
4961,116466,1,55.14,4,,,,,,,,,,,,
4962,116464,1,55.14,4,,,,,,,,,,,,
4963,116102,1,55.14,4,,,,,,,,,,,,
4965,110576,1,55.14,4,,,,,,,,,,,,
4967,127672,,,,,,,,,,,,,,,
4968,235286,1,55.14,4,,,,,,,,,,,,
4969,235277,1,55.14,4,,,,,,,,,,,,
4970,139734,1,55.14,4,,,,,,,,,,,,
4972,137888,1,55.14,4,,,,,,,,,,,,
4973,131468,1,55.14,4,,,,,,,,,,,,
4978,235284,1,55.14,4,,,"CR-1",,,,,,,,,
4980,235292,1,55.14,4,,,,,,,,,,,,
4981,235294,1,55.14,4,,,,,,,,,,,,
4982,235296,1,55.14,4,,,,,,,,,,,,
4983,235298,1,55.14,4,"<div>+23.00</div>",,"J-NOE",,,,,,,,,
4984,235570,1,55.14,4,,,,,,,,,,,,
4985,129420,15,58.33,4,,,,,,,,,,,,
4988,235279,1,55.14,4,,,,,,,,,,,,
4989,204254,9,62.49,5,,,,,,,,,,,,
4990,209570,1,55.14,4,,,,,,,,,,,,
4991,209364,1,55.14,4,,,,,,,,,,,,
4992,209362,1,55.14,4,,,,,,,,,,,,
4993,208610,1,24.36,4,,,,,,,,,,,,
4994,208608,1,55.14,4,,,,,,,,,,,,
4995,207266,9,55.14,5,,,,,,,,,,,,
4996,207264,9,55.14,5,,,"Z","T",,,,,,,,
4998,207256,1,55.14,4,,,,,,,,,,,,
4999,209728,1,55.14,4,,,,,,,,,,,,
5000,204252,1,55.14,4,,,,,,,,,,,,
5001,204250,1,55.14,4,,,,,,,,,,,,
5002,204248,1,55.14,4,,,,,,,,,,,,
5003,204242,1,55.14,4,,,,,,,,,,,,
5004,204240,1,55.14,4,,,,,,,,,,,,
5005,203520,1,55.14,4,,,,,,,,,,,,
5006,203514,1,55.14,4,,,,,,,,,,,,
5007,203512,1,55.14,4,,,,,,,,,,,,
5008,207258,1,55.14,4,,,,,,,,,,,,
5009,213626,1,55.14,4,,,,,,,,,,,,
5010,218238,1,55.14,4,,,,,,,,,,,,
5011,218236,1,55.14,4,,,,,,,,,,,,
5012,218230,1,55.14,4,,,,,,,,,,,,
5013,218228,1,55.14,4,,,,,,,,,,,,
5014,218242,1,55.14,4,,,,,,,,,,,,
5015,222492,1,55.14,4,,,,,,,,,,,,
5016,218225,1,55.14,4,,,,,,,,,,,,
5017,218223,1,55.14,4,,,,,,,,,,,,
5018,209572,1,55.14,4,,,,,,,,,,,,
5019,213628,1,55.14,4,,,,,,,,,,,,
5020,209726,1,55.14,4,,,,,,,,,,,,
5021,222494,1,55.14,4,,,,,,,,,,,,
5022,224539,9,62.49,5,,,,,,,,,,,,
5023,224546,1,55.14,4,,,,,,,,,,,,
5024,224548,1,55.14,4,,,,,,,,,,,,
5025,224554,1,55.14,4,,,"Z","T",,,,,,,,
5026,211522,1,55.14,4,,,,,,,,,,,,
5027,211520,1,55.14,4,,,,,,,,,,,,
5028,201380,1,41.4,4,,,,,,,,,,,,
5029,218221,72,0,99,,,,,,,,,,,,
5030,224560,9,62.49,5,"<div>+23,00</div>",,"J-NOE",,,,,,,,,
5031,202500,1,55.14,4,,,,,,,,,,,,
5033,184896,1,55.14,4,,,,,,,,,,,,
5034,184592,1,55.14,4,,,,,,,,,,,,
5038,224556,9,62.49,5,"<div>23,00</div>",,"J-HAL",,,,,,,,,
5039,188304,1,55.14,4,,,,,,,,,,,,
5040,224558,9,62.49,5,,,,,,,,,,,,
5041,188874,1,55.14,4,,,,,,,,,,,,
5042,224962,1,55.14,4,,,,,,,,,,,,
5046,174478,1,55.65,4,,,,,,,,,,,,
5047,174146,1,55.14,4,,,,,,,,,,,,
5049,218240,1,55.14,4,,,,,,,,,,,,
5053,197040,1,55.14,4,,,,,,,,,,,,
5056,195296,1,55.14,4,,,,,,,,,,,,
5057,194752,1,55.14,4,,,,,,,,,,,,
5059,193296,1,55.14,4,,,,,,,,,,,,
5061,191196,1,55.14,4,,,,,,,,,,,,
5064,189638,1,55.14,4,,,,,,,,,,,,
5072,58250,1,55.14,4,,,,,,,,,,,,
5074,59708,1,55.14,4,,,,,,,,,,,,
5081,59420,1,55.14,4,,,,,,,,,,,,
5082,61008,1,55.14,4,,,,,,,,,,,,
5084,61032,1,55.14,4,,,,,,,,,,,,
5085,54352,1,55.14,4,,,,,,,,,,,,
5086,54350,1,55.14,4,,,,,,,,,,,,
5087,54326,1,55.14,4,,,,,,,,,,,,
5088,54324,1,55.14,4,,,,,,,,,,,,
5090,42858,1,55.14,4,,,,,,,,,,,,
5091,42574,1,55.14,4,,,,,,,,,,,,
5093,71238,19,60.27,6,,,,,,,,,,,,
5095,67072,1,55.14,4,,,,,,,,,,,,
5097,71234,19,60.27,6,,,,,,,,,,,,
5098,71232,19,60.27,6,,,,,,,,,,,,
5099,71226,1,55.14,4,,,,,,,,,,,,
5100,71224,1,55.14,4,,,,,,,,,,,,
5101,71221,19,60.27,6,,,,,,,,,,,,
5102,71219,19,60.27,6,,,,,,,,,,,,
5103,71217,19,60.27,6,,,,,,,,,,,,
5108,65506,1,55.14,4,,,,,,,,,,,,
5110,63944,1,60.82,4,,,,,,,,,,,,
5114,62412,,,,,,,,,,,,,,,
5115,62410,1,55.14,4,,,,,,,,,,,,
5120,10398,72,0,99,,,,,,,,,,,,
5121,10396,72,0,99,,,,,,,,,,,,
5122,10394,72,0,99,,,,,,,,,,,,
5123,10392,72,0,99,,,,,,,,,,,,
5124,10384,1,55.14,4,,,,,,,,,,,,
5126,10377,72,0,99,,,,,,,,,,,,
5127,6408,1,55.14,4,,,,,,,,,,,,
5129,5458,1,55.14,4,,,,,,,,,,,,
5130,17319,9,61.92,5,,,,,,,,,,,,
5139,121534,1,55.14,4,,,,,,,,,,,,
5140,6406,1,55.14,4,,,,,,,,,,,,
5141,33474,,,,,,,,,,,,,,,
5142,39668,1,55.14,4,,,,,,,,,,,,
5143,38712,15,62.49,5,,,,,,,,,,,,
5152,33480,33,42.15,99,,,,,,,,,,,,
5153,74084,1,55.14,4,,,,,,,,,,,,
5154,33472,,,,,,,,,,,,,,,
5155,28568,19,66.69,6,"<div>changement 23-08-2012</div>",,,,,,,,,,,
5156,28566,1,55.14,4,,,,,,,,,,,,
5157,17340,9,61.92,5,"<div>+23.00</div>",,"J-NOE",,,,,,,,,
5158,17338,9,61.92,5,,,,,,,,,,,,
5159,17336,9,61.92,5,,,,,,,,,,,,
5160,17334,9,61.92,5,,,,,,,,,,,,
5161,17328,9,61.92,5,,,,,,,,,,,,
5162,17326,1,55.14,4,,,,,,,,,,,,
5163,37476,1,55.14,4,,,,,,,,,,,,
5164,102216,1,55.14,4,,,,,,,,,,,,
5165,98708,1,55.14,4,,,,,,,,,,,,
5166,103010,1,55.14,4,"<div>+14.36</div>",,"CR-1",,,,,,,,,
5185,71236,19,60.27,6,,,,,,,,,,,,
5187,106800,1,55.14,4,,,,,,,,,,,,
5195,110276,1,55.14,4,,,,,,,,,,,,
5197,103100,1,55.14,4,,,,,,,,,,,,
5198,108846,1,55.14,4,,,,,,,,,,,,
5199,98706,1,55.14,4,,,,,,,,,,,,
5202,105660,1,55.14,4,,,,,,,,,,,,
5203,105658,1,55.14,4,,,,,,,,,,,,
5204,105656,1,55.14,4,,,,,,,,,,,,
5205,105650,,,,,,,,,,,,,,,
5206,105648,,,,,,,,,,,,,,,
5207,104124,15,58.33,4,,,,,,,,,,,,
5211,100129,1,55.14,4,,,,,,,,,,,,
5214,82560,1,55.14,4,,,,,,,,,,,,
5219,80742,,,,,,,,,,,,,,,
5227,76218,1,55.14,4,,,,,,,,,,,,
5232,80740,19,60.27,6,,,,,,,,,,,,
5233,86122,1,55.14,4,,,,,,,,,,,,
5234,94988,1,55.14,4,,,,,,,,,,,,
5236,90776,1,55.14,4,,,,,,,,,,,,
5237,89816,1,55.14,4,,,,,,,,,,,,
5240,88878,1,55.14,4,,,,,,,,,,,,
5241,88288,1,55.14,4,,,,,,,,,,,,
5246,83504,1,55.14,4,,,,,,,,,,,,
5253,83108,1,55.14,4,,,,,,,,,,,,
5254,83106,1,55.14,4,,,,,,,,,,,,
5256,286922,1,55.14,4,,,,,,,,,,,,
5257,324810,1,55.14,4,,,,,,,,,,,,
5258,324804,1,55.14,4,,,,,,,,,,,,
5259,324802,1,55.14,4,,,,,,,,,,,,
5260,324795,1,55.14,4,,,,,,,,,,,,
5261,318128,15,58.33,4,,,,,,,,,,,,
5262,318122,,,,,,,,,,,,,,,
5263,318120,1,55.14,4,,,,,,,,,,,,
5269,317236,1,55.14,4,,,,,,,,,,,,
5270,273059,1,55.14,4,,,,,,,,,,,,
5271,324812,1,55.14,4,,,,,,,,,,,,
5272,273064,1,55.14,4,,,,,,,,,,,,
5273,273072,1,55.14,4,,,,,,,,,,,,
5274,273074,1,55.14,4,,,,,,,,,,,,
5275,273076,1,55.14,4,,,,,,,,,,,,
5278,317250,1,55.14,4,,,,,,,,,,,,
5279,317248,1,55.14,4,,,,,,,,,,,,
5280,317246,1,55.14,4,,,,,,,,,,,,
5281,317244,1,55.14,4,,,,,,,,,,,,
5282,317238,1,55.14,4,,,,,,,,,,,,
5283,259370,1,55.14,4,,,,,,,,,,,,
5284,318016,,,,,,,,,,,,,,,
5285,326253,15,58.33,4,,,,,,,,,,,,
5286,259372,1,55.14,4,,,,,,,,,,,,
5287,260634,1,55.14,4,,,,,,,,,,,,
5288,260636,1,55.14,4,,,,,,,,,,,,
5289,326272,15,58.33,4,,,,,,,,,,,,
5290,326270,15,58.33,4,,,,,,,,,,,,
5291,326268,15,58.33,4,,,,,,,,,,,,
5292,264326,1,55.14,4,,,,,,,,,,,,
5293,264328,1,55.14,4,,,,,,,,,,,,
5294,266484,1,55.14,4,,,,,,,,,,,,
5295,326266,1,55.14,4,,,"L","T",,,,,,,,
5296,326261,15,58.33,4,,,,,,,,,,,,
5297,326259,15,58.33,4,,,,,,,,,,,,
5298,273057,72,0,99,,,,,,,,,,,,
5299,326255,15,58.33,4,,,,,,,,,,,,
5300,273055,1,55.14,4,,,,,,,,,,,,
5301,326251,15,58.33,4,,,,,,,,,,,,
5302,266486,1,55.14,4,,,,,,,,,,,,
5303,266492,15,58.33,4,,,"A","T",,,,,,,,
5304,271755,1,55.14,4,,,,,,,,,,,,
5305,271762,1,55.14,4,,,,,,,,,,,,
5306,271764,1,55.14,4,,,,,,,,,,,,
5307,271770,1,55.14,4,,,,,,,,,,,,
5308,271772,1,55.14,4,,,,,,,,,,,,
5309,271774,1,55.14,4,,,,,,,,,,,,
5310,324816,1,55.14,4,,,,,,,,,,,,
5311,324814,1,55.14,4,,,,,,,,,,,,
5312,271776,1,55.14,4,,,,,,,,,,,,
5313,317229,1,55.14,4,,,,,,,,,,,,
5314,326257,15,58.33,4,,,,,,,,,,,,
5316,292330,1,55.14,4,,,,,,,,,,,,
5317,292328,1,55.14,4,,,,,,,,,,,,
5319,284417,15,58.87,4,,,,,,,,,,,,
5320,284424,1,55.14,4,,,,,,,,,,,,
5321,284426,1,55.14,4,,,,,,,,,,,,
5322,284432,1,55.14,4,,,,,,,,,,,,
5323,284434,15,55.65,4,,,,,,,,,,,,
5324,284436,15,58.87,4,,,,,,,,,,,,
5325,284438,15,58.87,4,,,,,,,,,,,,
5326,284476,1,55.14,4,,,,,,,,,,,,
5327,284478,1,55.14,4,,,,,,,,,,,,
5328,274362,19,60.27,6,,,,,,,,,,,,
5330,292340,19,60.27,6,,,,,,,,,,,,
5331,286920,1,55.14,4,,,,,,,,,,,,
5336,290978,,,,,,,,,,,,,,,
5337,290976,1,55.14,4,,,,,,,,,,,,
5340,289912,,,,,,,,,,,,,,,
5341,289910,,,,,,,,,,,,,,,
5344,308396,1,55.14,4,,,,,,,,,,,,
5345,309346,19,60.82,6,,,,,,,,,,,,
5346,309344,19,60.82,6,,,,,,,,,,,,
5347,279068,1,55.14,4,,,,,,,,,,,,
5348,279070,1,55.14,4,,,,,,,,,,,,
5349,309342,1,55.14,4,,,,,,,,,,,,
5350,309340,1,55.14,4,,,,,,,,,,,,
5351,309334,1,55.14,4,,,,,,,,,,,,
5352,309332,1,55.14,4,,,,,,,,,,,,
5353,309325,19,60.82,6,,,,,,,,,,,,
5354,308410,1,55.14,4,,,,,,,,,,,,
5355,308408,1,55.14,4,,,,,,,,,,,,
5356,308406,1,55.14,4,,,,,,,,,,,,
5357,292336,19,60.27,6,,,"J-HAL",,,,,,,,,
5358,308398,1,55.14,4,,,,,,,,,,,,
5359,292338,19,60.27,6,,,,,,,,,,,,
5360,308389,1,55.14,4,,,,,,,,,,,,
5361,307798,1,55.14,4,,,,,,,,,,,,
5362,305902,1,55.14,4,,,,,,,,,,,,
5363,305900,1,55.14,4,,,,,,,,,,,,
5364,300364,1,55.14,4,,,,,,,,,,,,
5365,300362,1,55.14,4,,,,,,,,,,,,
5366,299850,1,55.14,4,,,,,,,,,,,,
5367,299844,1,55.14,4,,,,,,,,,,,,
5368,299842,1,55.14,4,,,,,,,,,,,,
5369,294098,9,61.92,5,,,,,,,,,,,,
5370,294096,1,55.14,4,,,,,,,,,,,,
5372,273062,1,55.14,4,,,,,,,,,,,,
5373,308404,1,55.14,4,,,,,,,,,,,,
5374,248407,1,55.14,4,,,,,,,,,,,,
5376,338088,1,55.14,4,,,,,,,,,,,,
5377,248424,1,55.14,4,,,,,,,,,,,,
5378,248422,1,55.14,4,,,,,,,,,,,,
5379,248416,1,55.14,4,,,,,,,,,,,,
5380,339208,1,55.14,4,,,,,,,,,,,,
5381,248409,1,55.14,4,,,,,,,,,,,,
5382,248426,1,55.14,4,,,,,,,,,,,,
5383,246258,1,55.14,4,,,,,,,,,,,,
5384,246256,1,55.14,4,,,,,,,,,,,,
5385,244568,1,55.14,4,,,,,,,,,,,,
5386,244566,1,55.14,4,,,,,,,,,,,,
5387,338090,1,55.14,4,,,,,,,,,,,,
5388,339206,1,55.14,4,,,,,,,,,,,,
5389,248414,1,55.14,4,,,,,,,,,,,,
5390,254706,1,55.14,4,,,,,,,,,,,,
5391,249612,1,55.14,4,,,,,,,,,,,,
5392,249618,1,55.14,4,,,,,,,,,,,,
5394,249610,1,55.14,4,,,,,,,,,,,,
5395,273070,1,55.14,4,,,,,,,,,,,,
5396,259368,72,0,99,,,,,,,,,,,,
5398,330106,1,55.14,4,,,,,,,,,,,,
5400,257574,1,55.14,4,,,,,,,,,,,,
5401,257576,1,55.14,4,"<div>+12.65</div>",,"CR-1",,,,,,,,,
5402,257578,1,55.14,4,,,,,,,,,,,,
5404,248428,1,55.14,4,,,,,,,,,,,,
5405,254708,1,55.14,4,,,,,,,,,,,,
5406,330108,1,55.14,4,,,,,,,,,,,,
5407,344174,1,55.14,4,,,,,,,,,,,,
5409,259360,1,55.14,4,,,,,,,,,,,,
5410,327150,1,55.14,4,,,,,,,,,,,,
5411,344172,1,55.14,4,,,,,,,,,,,,
5412,344044,,,,,,,,,,,,,,,
5413,344042,,,,,,,,,,,,,,,
5414,327144,1,55.14,4,,,,,,,,,,,,
5415,327142,1,55.14,4,,,,,,,,,,,,
5416,259362,1,55.14,4,,,,,,,,,,,,
5420,86226,19,60.27,6,,,,,,,,,,,,
5421,301958,72,0,99,,,,,,,,,,,,
5424,120123,19,60.27,6,,,,,,,,,,,,
5427,301376,19,66.69,6,,,,,,,,,,,,
5428,85654,19,60.27,6,,,,,,,,,,,,
5431,86670,19,60.27,6,,,,,,,,,,,,
5432,301956,72,0,99,,,,,,,,,,,,
5433,301950,19,60.27,6,,,,,,,,,,,,
5436,302624,19,60.27,6,,,,,,,,,,,,
5437,89190,19,60.27,6,,,,,,,,,,,,
5439,301274,19,60.27,6,,,,,,,,,,,,
5440,301272,19,60.27,6,,,,,,,,,,,,
5441,330574,19,60.27,6,,,,,,,,,,,,
5442,330576,19,60.27,6,,,,,,,,,,,,
5443,94182,19,60.27,6,,,,,,,,,,,,
5444,94184,19,60.27,6,,,,,,,,,,,,
5445,301948,19,60.27,6,,,,,,,,,,,,
5447,77906,19,60.27,6,,,,,,,,,,,,
5449,13922,19,60.27,6,,,,,,,,,,,,
5451,13920,19,60.27,6,,,,,,,,,,,,
5453,13896,19,60.27,6,,,,,,,,,,,,
5455,306274,72,0,99,,,,,,,,,,,,
5456,306272,19,60.27,6,,,,,,,,,,,,
5457,306266,19,60.27,6,,,,,,,,,,,,
5459,302506,72,0,99,,,,,,,,,,,,
5461,302494,19,60.27,6,,,,,,,,,,,,
5462,81710,19,60.27,6,,,,,,,,,,,,
5464,330146,19,60.27,6,,,,,,,,,,,,
5465,302858,19,60.27,6,,,,,,,,,,,,
5466,302808,19,60.27,6,,,,,,,,,,,,
5467,302806,19,60.27,6,,,,,,,,,,,,
5468,302626,19,60.27,6,,,,,,,,,,,,
5469,99148,19,60.27,6,,,,,,,,,,,,
5471,331484,19,60.27,6,,,,,,,,,,,,
5472,302504,72,0,99,,,,,,,,,,,,
5473,302502,19,60.27,6,,,,,,,,,,,,
5474,302496,19,60.27,6,,,,,,,,,,,,
5475,306264,19,60.27,6,,,,,,,,,,,,
5476,295656,19,60.27,6,,,,,,,,,,,,
5478,294460,19,60.27,6,,,,,,,,,,,,
5479,294462,19,60.27,6,,,,,,,,,,,,
5480,294468,19,60.27,6,,,,,,,,,,,,
5481,294470,19,60.27,6,,,,,,,,,,,,
5483,294474,72,0,99,,,,,,,,,,,,
5485,295658,19,60.27,6,,,,,,,,,,,,
5486,295664,19,60.27,6,,,,,,,,,,,,
5487,295666,19,60.27,6,,,,,,,,,,,,
5490,331486,19,60.27,6,,,,,,,,,,,,
5491,294472,19,60.27,6,,,,,,,,,,,,
5492,289996,6,81.74,9,,,"Z","T",,,,,,,,
5493,108560,19,60.27,6,,,,,,,,,,,,
5494,108562,19,60.27,6,,,,,,,,,,,,
5495,341236,19,60.27,6,,,,,,,,,,,,
5501,289990,6,81.74,9,,,,,,,,,,,,
5502,289988,19,60.27,6,,,,,,,,,,,,
5509,102034,19,60.27,6,,,,,,,,,,,,
5510,99548,72,0,99,,,,,,,,,,,,
5516,298776,19,60.27,6,,,,,,,,,,,,
5519,341234,19,60.27,6,,,,,,,,,,,,
5520,331492,15,58.33,4,,,,,,,,,,,,
5521,295668,19,60.27,6,,,,,,,,,,,,
5532,95014,19,60.27,6,,,,,,,,,,,,
5537,330144,19,60.27,6,,,,,,,,,,,,
5538,295670,19,60.27,6,,,,,,,,,,,,
5541,73434,19,60.27,6,,,,,,,,,,,,
5542,329404,19,60.27,6,,,,,,,,,,,,
5543,329397,72,0,99,,,,,,,,,,,,
5544,324958,19,60.27,6,,,,,,,,,,,,
5545,53780,19,60.27,6,,,,,,,,,,,,
5549,55104,19,60.27,6,,,,,,,,,,,,
5551,49176,19,60.27,6,,,,,,,,,,,,
5553,35188,19,66.08,6,,,,,,,,,,,,
5554,35708,19,60.27,6,,,,,,,,,,,,
5557,51966,14,67.26,6,,,"L","T",,,,,,,,
5558,30820,19,60.27,6,,,,,,,,,,,,
5559,329414,19,60.27,6,,,,,,,,,,,,
5560,329412,19,60.27,6,,,,,,,,,,,,
5562,29444,19,60.27,6,,,,,,,,,,,,
5564,57600,19,60.27,6,,,,,,,,,,,,
5565,329406,19,60.27,6,,,,,,,,,,,,
5566,56690,19,60.27,6,,,,,,,,,,,,
5569,55424,19,60.27,6,,,,,,,,,,,,
5577,36308,19,60.27,6,,,,,,,,,,,,
5579,324960,19,60.27,6,,,,,,,,,,,,
5586,36358,19,60.27,6,,,,,,,,,,,,
5590,327826,19,60.27,6,,,,,,,,,,,,
5591,327820,19,60.27,6,,,"CR-1",,,,,,,,,
5592,327818,19,60.27,6,,,,,,,,,,,,
5593,42494,19,60.27,6,,,,,,,,,,,,
5598,48987,19,60.27,6,,,,,,,,,,,,
5599,47006,19,60.82,6,"<div>+28,17</div>",,"NA12E","EP-3B",,,,,,,,
5602,36306,19,60.27,6,,,,,,,,,,,,
5606,46952,72,0,99,,,,,,,,,,,,
5607,46950,19,60.27,6,,,,,,,,,,,,
5608,46948,19,60.27,6,,,,,,,,,,,,
5609,46942,19,60.27,6,,,,,,,,,,,,
5610,46940,19,60.27,6,,,,,,,,,,,,
5613,316302,19,60.27,6,,,,,,,,,,,,
5620,64984,19,60.27,6,,,,,,,,,,,,
5621,69501,14,66.65,6,,,,,,,,,,,,
5622,316299,19,60.27,6,,,,,,,,,,,,
5623,316308,19,60.27,6,,,,,,,,,,,,
5624,316310,19,60.27,6,,,,,,,,,,,,
5625,316312,19,60.27,6,,,,,,,,,,,,
5627,66466,19,60.27,6,,,,,,,,,,,,
5628,316314,19,60.27,6,,,,,,,,,,,,
5629,59628,19,66.08,6,,,,,,,,,,,,
5631,71276,19,60.27,6,,,,,,,,,,,,
5632,16182,19,60.27,6,,,,,,,,,,,,
5633,16184,19,60.27,6,,,,,,,,,,,,
5634,330140,19,60.27,6,,,,,,,,,,,,
5635,330134,19,60.27,6,,,,,,,,,,,,
5636,73436,19,60.27,6,,,,,,,,,,,,
5637,71954,19,60.27,6,,,,,,,,,,,,
5638,71278,19,60.27,6,,,,,,,,,,,,
5640,330127,19,60.27,6,,,,,,,,,,,,
5641,316300,19,60.27,6,,,,,,,,,,,,
5642,330125,19,60.27,6,,,,,,,,,,,,
5643,310112,19,60.27,6,,,,,,,,,,,,
5644,310114,19,60.27,6,,,,,,,,,,,,
5645,316293,19,60.27,6,,,,,,,,,,,,
5646,316295,19,60.27,6,,,,,,,,,,,,
5647,316297,19,60.27,6,,,,,,,,,,,,
5649,330132,19,60.27,6,,,,,,,,,,,,
5652,18094,19,60.27,6,,,,,,,,,,,,
5653,19354,19,60.27,6,,,,,,,,,,,,
5655,112032,19,60.27,6,,,,,,,,,,,,
5658,329418,19,60.27,6,,,,,,,,,,,,
5661,329416,19,60.27,6,,,,,,,,,,,,
